gmtTime,STOCK1,STOCK10,STOCK2,STOCK3,STOCK4,STOCK5,STOCK6,STOCK7,STOCK8,STOCK9,portfolio_value,hourly_change
2015-04-22 07:00:00,,229.33598333333333,92.56575,112.64266666666666,116.09705,31.563366666666663,111.43428333333333,11.846933333333334,69.5103,100.75805,,
2015-04-22 08:00:00,75.06046666666666,227.0535,91.63551666666667,111.45988333333334,115.11866666666668,31.456,110.59453333333332,11.734916666666669,68.96225,100.09433333333332,992295.9442666665,
2015-04-22 09:00:00,74.81358333333333,226.618,91.22118333333331,110.35105,114.70591666666668,31.354,109.81463333333332,11.68685,68.60045,99.753,987703.5166499999,-4592.427616666653
2015-04-22 10:00:00,74.50888333333334,226.34641666666667,90.94048333333332,109.37015,114.18923333333332,31.2131,109.28921666666666,11.661616666666667,68.3612,99.53123333333332,983866.4687166668,-3837.0479333330877
2015-04-22 11:00:00,74.51535,227.21573333333333,91.33158333333334,110.05548333333331,114.24391666666666,31.360233333333333,109.45765,11.71275,68.5837,99.73055,986897.9621000001,3031.49338333332
2015-04-22 12:00:00,74.43586666666667,228.25038333333333,91.49868333333332,110.55421666666666,113.58421666666666,31.372850000000003,109.79955,11.75755,68.72,99.89053333333332,988377.5540333332,1479.5919333330821
2015-04-22 13:00:00,74.60256666666668,227.8446333333333,91.55013333333332,110.7432,113.72653333333332,31.42065,110.61518333333332,11.769166666666669,68.93638333333334,100.03193333333334,990200.9581166666,1823.4040833334439
2015-04-22 14:00:00,74.36771666666667,226.83688333333333,91.0482,110.07521666666666,113.70845,31.3363,109.95506666666668,11.675333333333333,68.78595,99.55938333333332,985962.1146000001,-4238.843516666559
2015-04-22 15:00:00,74.62683870967741,227.2859,91.48566666666667,110.2252,114.05345161290325,31.494366666666668,109.86890322580646,11.696967741935484,69.14123333333333,99.96616666666668,988926.0911698923,2963.9765698922565
2015-04-23 07:00:00,74.03918333333333,227.7213,90.7255,110.56255,113.40801666666668,31.634416666666667,109.45921666666666,11.488333333333332,69.16056666666667,99.11696666666668,984756.2000166666,-4169.891153225792
2015-04-23 08:00:00,73.63838333333334,227.2327,89.53188333333334,109.43185,112.9789,31.380166666666664,109.09628333333332,11.426683333333331,68.66628333333333,97.94896666666666,977826.9601833334,-6929.23983333318
2015-04-23 09:00:00,73.85351666666666,228.16823333333332,90.00971666666666,109.96421666666669,112.83595,31.599266666666665,109.10891666666666,11.465016666666664,68.9476,98.23378333333334,981102.6836666666,3275.7234833332477
2015-04-23 10:00:00,73.58321666666667,226.60273333333333,89.98958333333333,109.28866666666666,112.61411666666666,31.45331666666667,108.66118333333334,11.444533333333334,68.7406,97.93058333333332,977612.8041000001,-3489.8795666665537
2015-04-23 11:00:00,73.38866666666667,225.15108333333333,89.77171666666666,109.04528333333332,112.55781666666668,31.25615,108.44531666666668,11.441533333333332,68.61643333333333,97.89418333333332,975162.8529166667,-2449.951183333411
2015-04-23 12:00:00,73.39111666666666,225.95015,89.89456666666666,109.3797,112.64848333333332,31.31938333333333,108.26693333333333,11.434866666666666,68.60143333333333,97.92703333333334,976016.9361833333,854.0832666666247
2015-04-23 13:00:00,73.52108333333334,227.88443333333333,90.41175,110.1814,112.60806666666667,31.440566666666665,108.1085,11.4276,68.81443333333333,98.07366666666668,978900.4768999999,2883.540716666612
2015-04-23 14:00:00,73.27343333333333,228.2629,90.37766666666668,110.26456666666668,112.59141666666666,31.40568333333333,107.69606666666668,11.4198,68.82988333333333,98.24211666666666,978401.2583499999,-499.2185499999905
2015-04-23 15:00:00,73.0955,228.2565,90.21553333333333,110.04867741935485,112.51864516129032,31.3265,107.67870967741936,11.416935483870969,68.79226666666666,98.09506666666668,977241.6389548387,-1159.619395161164
2015-04-24 07:00:00,73.99878333333332,230.87628333333333,90.59663333333332,110.21631666666669,112.3594,31.64128333333333,108.49621666666668,11.400383333333334,68.96226666666666,98.55273333333334,982299.4978166667,5057.85886182799
2015-04-24 08:00:00,74.52565,232.69513333333333,91.18625,110.6,112.25173333333332,31.95368333333333,108.88118333333334,11.465816666666663,69.34086666666667,99.17765,987730.3801333335,5430.882316666772
2015-04-24 09:00:00,74.6651,233.63435,91.41676666666667,110.70156666666666,112.07255,31.98515,108.98573333333334,11.544883333333331,69.40236666666667,99.4506,989730.4696666666,2000.0895333330845
2015-04-24 10:00:00,74.38201666666667,232.34205,91.23668333333332,110.3339,112.18546666666666,31.767633333333333,108.60888333333334,11.539983333333334,69.1668,99.24316666666668,986753.5639,-2976.905766666634
2015-04-24 11:00:00,73.99438333333335,232.55285,91.308,110.49221666666668,111.91768333333331,31.7685,108.29641666666666,11.551533333333332,69.0527,99.26266666666668,985991.2572833333,-762.3066166666104
2015-04-24 12:00:00,73.90171666666667,232.2476,91.27375,110.20298333333334,111.96051666666668,31.67895,108.0506,11.511866666666666,69.00581666666668,99.00923333333334,984320.2334333333,-1671.0238499999978
2015-04-24 13:00:00,73.92001666666667,232.86773333333332,91.30175,110.26588333333332,112.0831,31.569666666666667,107.98375,11.470216666666666,68.96866666666666,98.9437,983930.3912500001,-389.8421833332395
2015-04-24 14:00:00,74.29673333333334,232.998,91.38253333333334,110.17181666666669,112.46585,31.52825,107.96028333333334,11.429733333333331,68.93088333333334,99.10418333333334,984433.2203500001,502.82909999997355
2015-04-24 15:00:00,74.4542,232.9524,91.27306666666668,110.0963870967742,112.6758064516129,31.505266666666667,108.22596666666666,11.428533333333332,69.03363333333333,99.2248,985041.5106096774,608.2902596773347
2015-04-27 07:00:00,74.60526666666667,242.7880333333333,91.52886666666669,110.6791,112.7477,30.758166666666668,108.11718333333332,11.383366666666666,69.25918333333334,99.04375,987685.19425,2643.6836403225316
2015-04-27 08:00:00,74.57435000000001,241.06445,91.5944,111.12196666666668,113.13898333333331,30.2452,108.18786666666666,11.387983333333333,69.33551666666668,99.15591666666668,986391.3551,-1293.839149999898
2015-04-27 09:00:00,74.14398333333334,240.2048,91.64948333333334,111.01355,112.88133333333332,30.25125,108.38171666666668,11.37425,69.42733333333334,99.16545,985403.4032833334,-987.9518166666385
2015-04-27 10:00:00,74.54021666666668,240.31551666666667,92.06958333333334,111.61878333333334,113.45918333333334,30.2684,109.22098333333334,11.438133333333331,69.81228333333334,99.81216666666666,990009.0310166667,4605.627733333269
2015-04-27 11:00:00,75.2346,241.81115,92.82001666666666,112.20356666666666,113.58968333333334,30.263,110.41091666666668,11.521433333333334,70.35721666666667,100.6976,996442.9393666666,6433.908349999925
2015-04-27 12:00:00,75.76311666666668,242.83751666666663,93.22656666666668,112.70083333333334,113.82526666666666,30.242766666666668,110.89543333333332,11.601916666666666,70.4631,101.14878333333333,1000327.1123833332,3884.173016666551
2015-04-27 13:00:00,75.94203333333333,243.82783333333333,93.72488333333334,113.08891666666666,113.96325,30.258216666666662,111.28388333333334,11.632816666666669,70.62606666666667,101.54298333333332,1003282.0276333333,2954.9152500001946
2015-04-27 14:00:00,76.17384999999999,244.4188166666667,93.81575,113.16805,114.01661666666668,30.07313333333333,111.03348333333334,11.70025,70.69869999999999,101.82,1004200.2513666665,918.2237333331723
2015-04-27 15:00:00,76.2314193548387,244.45926666666668,93.45113333333332,112.97525806451614,113.60064516129032,30.03163333333333,110.8031935483871,11.698483870967742,70.5305,101.65126666666669,1002609.4211354839,-1590.8302311826264
2015-04-28 07:00:00,76.2314193548387,244.64281666666665,93.07715,113.05903333333336,113.9275,29.496466666666667,110.53303333333334,11.629183333333334,70.3189,101.78918333333333,999951.1025973118,-2658.318538172054
2015-04-28 08:00:00,76.2314193548387,244.73406666666668,93.10195,112.64576666666667,113.71863333333334,29.370833333333337,109.99486666666668,11.591483333333334,70.26973333333333,102.15681666666666,998566.2928639785,-1384.809733333299
2015-04-28 09:00:00,76.38865000000001,245.02951666666667,93.0818,112.37368333333332,113.4434,29.28865,109.50163333333332,11.5531,70.32988333333333,102.50751666666666,997812.07375,-754.2191139785573
2015-04-28 10:00:00,76.63671666666667,244.64885,93.0171,111.87218333333334,113.45843333333332,29.201916666666666,109.46448333333332,11.535466666666668,70.40696666666666,102.40281666666668,997024.8107999999,-787.2629500001203
2015-04-28 11:00:00,76.16370689655172,243.986,92.46948333333332,110.97391666666668,112.95415,29.02295,108.71516666666666,11.480783333333331,70.24661666666667,101.72431666666668,991679.041936207,-5345.76886379288
2015-04-28 12:00:00,76.246,244.31708333333333,92.59256666666668,110.92231666666666,112.92098333333334,29.001283333333333,108.83163333333331,11.490516666666668,70.29220000000001,102.0255,992473.9253499999,794.8834137929371
2015-04-28 13:00:00,76.246,243.73815,92.75515,110.59941666666668,112.7582,28.972416666666668,108.57405,11.466016666666668,70.26848333333334,101.90436666666666,991286.9564833333,-1186.9688666666625
2015-04-28 14:00:00,76.246,241.24555,92.2284,109.2937,112.18261666666668,28.993316666666665,107.9844,11.3587,69.77393333333333,101.27168333333334,985270.19535,-6016.761133333202
2015-04-28 15:00:00,76.2049,241.0773,92.446,109.9385806451613,112.54916129032256,29.12183333333333,108.3758064516129,11.394466666666666,69.89823333333334,101.4138,987644.5671569892,2374.371806989191
2015-04-29 07:00:00,76.2916,242.3285,92.16971666666667,109.7134,112.50593333333332,28.732566666666667,108.50946666666668,11.3536,69.69508333333333,101.18075,985788.6598333333,-1855.9073236559052
2015-04-29 08:00:00,76.25305,243.55078333333333,92.02976666666667,110.14965,112.91701666666668,28.961566666666663,108.757,11.302416666666666,69.63866666666667,101.03528333333334,987150.0180500001,1361.358216666733
2015-04-29 09:00:00,76.06516666666667,243.42773333333332,91.90948333333334,110.08221666666668,112.49836666666668,28.903683333333333,108.69326666666666,11.259666666666668,69.55583333333334,100.59613333333331,985139.78355,-2010.2345000000205
2015-04-29 10:00:00,76.02443333333333,242.61556666666667,91.83205,110.04085,112.28721666666668,28.964683333333333,108.18941666666666,11.241833333333334,69.75818333333333,100.37356666666666,984090.25825,-1049.5253000000957
2015-04-29 11:00:00,75.931,240.95091666666667,91.47006666666668,109.88971666666666,112.2442,28.80943333333333,107.86938333333332,11.198616666666668,69.7988,100.32988333333331,981549.36215,-2540.8961000000127
2015-04-29 12:00:00,75.46801666666667,236.84075,90.91188333333334,108.68618333333332,111.71025,28.630466666666667,107.24528333333332,11.083733333333331,69.72890000000001,99.73535,974223.7250833333,-7325.637066666619
2015-04-29 13:00:00,75.24068333333334,234.35221666666664,90.38506666666667,107.98865,111.52008333333332,28.5181,106.73766666666668,11.05295,69.60005,99.51696666666666,970011.4345500001,-4212.290533333202
2015-04-29 14:00:00,74.32105,231.7016833333333,89.54751666666667,106.65235,110.47835,28.30868333333333,105.68083333333334,10.933566666666668,68.95065,98.36651666666668,959949.8561,-10061.578450000146
2015-04-29 15:00:00,73.57483870967742,232.2407333333333,89.34840000000001,106.75174193548388,110.15045161290324,28.4686,105.0327,10.8875,68.79520000000001,97.9608,957692.1062301075,-2257.74986989249
2015-04-30 07:00:00,73.18943333333333,229.69513333333333,89.66038333333333,105.93038333333334,109.8987,28.19623333333333,103.66475,10.490066666666667,68.33076666666668,96.92148333333331,948317.0026666666,-9375.103563440847
2015-04-30 08:00:00,73.37896666666667,230.00461666666664,89.36925,106.25915,109.44388333333332,28.399716666666663,103.87333333333332,10.500916666666663,68.25051666666667,97.34046666666669,949513.5419500001,1196.5392833334627
